Date_(DD/MM/YYYY),Day_Peak_Demand_MW,Evening_Peak_Demand_MW
01/01/2016,4275,5891
02/01/2016,4742,6538
03/01/2016,4944,6635
04/01/2016,4934,6694
05/01/2016,4938,6672
06/01/2016,5015,6707
07/01/2016,4894,6754
08/01/2016,4370,6157
09/01/2016,4792,6775
10/01/2016,4910,6635
11/01/2016,5037,6766
12/01/2016,5153,6778
13/01/2016,5230,6883
14/01/2016,5386,6794
15/01/2016,4595,6311
16/01/2016,3895,5821
17/01/2016,5200,6983
18/01/2016,5316,6946
19/01/2016,5440,6937
20/01/2016,5121,6484
21/01/2016,5338,6840
22/01/2016,4763,6242
23/01/2016,5305,6939
24/01/2016,5669,6954
25/01/2016,5611,7080
26/01/2016,5562,6796
27/01/2016,5514,6870
28/01/2016,5671,7065
29/01/2016,4828,6454
30/01/2016,5323,7039
31/01/2016,5766,7052
01/02/2016,5837,7024
02/02/2016,5813,7042
03/02/2016,5901,7041
04/02/2016,5662,6881
05/02/2016,4836,6300
06/02/2016,5338,7074
07/02/2016,5755,7127
08/02/2016,5692,7155
09/02/2016,5868,7214
10/02/2016,5726,7194
11/02/2016,5885,7153
12/02/2016,4745,6584
13/02/2016,5679,7160
14/02/2016,6001,7314
15/02/2016,6040,7525
16/02/2016,6333,7521
17/02/2016,5938,7448
18/02/2016,6342,7474
19/02/2016,5410,7055
20/02/2016,5748,7497
21/02/2016,5524,7130
22/02/2016,6192,7679
23/02/2016,6689,7628
24/02/2016,5656,7147
25/02/2016,6076,7475
26/02/2016,5071,7010
27/02/2016,5915,7614
28/02/2016,6597,7617
29/02/2016,6469,7729
01/03/2016,6771,7881
02/03/2016,6683,7784
03/03/2016,6668,7775
04/03/2016,5485,7413
05/03/2016,6127,8002
06/03/2016,6968,5946
07/03/2016,6151,7485
08/03/2016,6605,7957
09/03/2016,6514,7953
10/03/2016,7176,7942
11/03/2016,6038,7777
12/03/2016,6699,7995
13/03/2016,6476,7781
14/03/2016,6856,7865
15/03/2016,6839,8000
16/03/2016,6707,8000
17/03/2016,6804,7801
18/03/2016,5684,7588
19/03/2016,6611,7711
20/03/2016,6959,7711
21/03/2016,6905,7950
22/03/2016,6620,7900
23/03/2016,6997,8025
24/03/2016,7048,8050
25/03/2016,6048,7788
26/03/2016,6576,7825
27/03/2016,6979,8088
28/03/2016,5991,7013
29/03/2016,6245,7005
30/03/2016,6675,7352
31/03/2016,6427,6417
01/04/2016,3634,6272
02/04/2016,5335,7338
03/04/2016,5987,7249
04/04/2016,5867,7572
05/04/2016,6300,6889
06/04/2016,6378,7879
07/04/2016,6919,8157
08/04/2016,5803,8002
09/04/2016,6651,8348
10/04/2016,7365,8280
11/04/2016,7389,8350
12/04/2016,7507,8350
13/04/2016,7479,8250
14/04/2016,6739,7736
15/04/2016,6399,7976
16/04/2016,6750,7800
17/04/2016,7266,8083
18/04/2016,7203,8200
19/04/2016,7363,8250
20/04/2016,7144,8300
21/04/2016,7328,8300
22/04/2016,6522,8040
23/04/2016,7155,8200
24/04/2016,7500,8300
25/04/2016,7300,8300
26/04/2016,7300,8300
27/04/2016,7213,8300
28/04/2016,7200,8300
29/04/2016,6904,8250
30/04/2016,7350,8400
01/05/2016,6383,5603
02/05/2016,5930,6665
03/05/2016,6173,7800
04/05/2016,6325,7967
05/05/2016,7150,8006
06/05/2016,5908,7514
07/05/2016,6110,6626
08/05/2016,6536,8271
09/05/2016,7140,8026
10/05/2016,7154,8200
11/05/2016,7010,8250
12/05/2016,7304,6479
13/05/2016,4946,6192
14/05/2016,6145,7753
15/05/2016,6913,7692
16/05/2016,6850,7900
17/05/2016,7003,7900
18/05/2016,6849,7850
19/05/2016,6166,7850
20/05/2016,5505,7425
21/05/2016,4100,6168
22/05/2016,6213,7434
23/05/2016,5581,7775
24/05/2016,6806,7666
25/05/2016,6975,6205
26/05/2016,6535,7667
27/05/2016,5750,7748
28/05/2016,6026,8001
29/05/2016,7239,8067
30/05/2016,7112,8100
31/05/2016,7083,7775
01/06/2016,6964,8200
02/06/2016,7344,8400
03/06/2016,6742,8250
04/06/2016,7043,8400
05/06/2016,7040,8482
06/06/2016,7476,8600
07/06/2016,7163,8357
08/06/2016,7199,8650
09/06/2016,7189,8387
10/06/2016,6536,8402
11/06/2016,5066,8226
12/06/2016,6176,7774
13/06/2016,6389,8285
14/06/2016,6737,8551
15/06/2016,7014,8776
16/06/2016,7108,8711
17/06/2016,6296,8512
18/06/2016,6684,8700
19/06/2016,7507,8671
20/06/2016,7345,8800
21/06/2016,7417,8800
22/06/2016,7330,8750
23/06/2016,7442,8738
24/06/2016,6611,8698
25/06/2016,7091,8942
26/06/2016,7889,8900
27/06/2016,7900,8900
28/06/2016,7682,8900
29/06/2016,7559,8950
30/06/2016,7800,9036
01/07/2016,7155,8588
02/07/2016,6946,8367
03/07/2016,6253,8066
04/07/2016,5560,7643
05/07/2016,4701,7265
06/07/2016,4632,7241
07/07/2016,5351,7162
08/07/2016,5164,7339
09/07/2016,5271,7361
10/07/2016,5653,7767
11/07/2016,6213,8120
12/07/2016,6476,8197
13/07/2016,6861,8366
14/07/2016,7276,8528
15/07/2016,6405,8319
16/07/2016,6621,7990
17/07/2016,6712,8207
18/07/2016,6547,8479
19/07/2016,6778,8615
20/07/2016,7103,8650
21/07/2016,7094,8371
22/07/2016,5816,7939
23/07/2016,6585,8259
24/07/2016,6829,8375
25/07/2016,6877,8216
26/07/2016,6779,8400
27/07/2016,6881,8354
28/07/2016,7443,8616
29/07/2016,6101,8277
30/07/2016,7080,8300
31/07/2016,7094,8450
01/08/2016,7212,8472
02/08/2016,7070,8414
03/08/2016,7387,8650
04/08/2016,7384,8600
05/08/2016,6225,8322
06/08/2016,6822,8438
07/08/2016,7267,8620
08/08/2016,7277,8600
09/08/2016,5271,7361
10/08/2016,5998,7682
11/08/2016,6931,8165
12/08/2016,6210,8297
13/08/2016,7359,8550
14/08/2016,7383,8700
15/08/2016,6935,8461
16/08/2016,7253,7727
17/08/2016,6719,8073
18/08/2016,7347,8700
19/08/2016,6699,8466
20/08/2016,7248,8700
21/08/2016,6737,6406
22/08/2016,6533,8700
23/08/2016,7171,8800
24/08/2016,7595,8750
25/08/2016,7195,8700
26/08/2016,6593,8600
27/08/2016,7253,8800
28/08/2016,7518,8800
29/08/2016,7514,8950
30/08/2016,7579,9000
31/08/2016,7542,8900
01/09/2016,7155,8482
02/09/2016,6946,8500
03/09/2016,6253,8650
04/09/2016,5560,8700
05/09/2016,4701,8800
06/09/2016,4632,8700
07/09/2016,5351,8900
08/09/2016,5164,8890
09/09/2016,5271,8800
10/09/2016,5653,8450
11/09/2016,6213,7976
12/09/2016,6476,7593
13/09/2016,6861,7345
14/09/2016,7276,7461
15/09/2016,6405,7679
16/09/2016,6621,7679
17/09/2016,6712,7965
18/09/2016,6547,8300
19/09/2016,6778,8350
20/09/2016,7103,8400
21/09/2016,7094,8350
22/09/2016,5816,8550
23/09/2016,6585,8085
24/09/2016,6829,8790
25/09/2016,6877,8484
26/09/2016,6779,8660
27/09/2016,6881,8700
28/09/2016,7443,8750
29/09/2016,6101,8855
30/09/2016,7080,8739
01/10/2016,7395,8800
02/10/2016,7750,8900
03/10/2016,7598,8900
04/10/2016,7553,8900
05/10/2016,7612,8900
06/10/2016,7467,8850
07/10/2016,6280,8614
08/10/2016,7401,8804
09/10/2016,7388,8864
10/10/2016,7327,8606
11/10/2016,6416,7914
12/10/2016,8598,8105
13/10/2016,6963,8198
14/10/2016,5998,7993
15/10/2016,6521,8700
16/10/2016,7494,8630
17/10/2016,7402,8650
18/10/2016,7567,8694
19/10/2016,7512,8802
20/10/2016,7407,8640
21/10/2016,6410,8275
22/10/2016,6815,8693
23/10/2016,7098,8547
24/10/2016,7024,8676
25/10/2016,7100,8742
26/10/2016,7365,8850
27/10/2016,6357,8214
28/10/2016,5760,7532
29/10/2016,6393,8378
30/10/2016,6903,8460
31/10/2016,7147,8559
01/11/2016,7390,8440
02/11/2016,7175,8493
03/11/2016,7446,8497
04/11/2016,5301,7263
05/11/2016,5781,6583
06/11/2016,5368,7200
07/11/2016,5783,7536
08/11/2016,5922,7598
09/11/2016,5998,7630
10/11/2016,6041,7615
11/11/2016,4859,6818
12/11/2016,5531,7485
13/11/2016,6043,7724
14/11/2016,5890,7550
15/11/2016,5802,7555
16/11/2016,5729,7662
17/11/2016,5810,7572
18/11/2016,4665,6644
19/11/2016,5373,7464
20/11/2016,5743,7462
21/11/2016,5722,7445
22/11/2016,5624,7366
23/11/2016,5673,7428
24/11/2016,5728,7406
25/11/2016,4522,6723
26/11/2016,5286,7253
27/11/2016,5609,7450
28/11/2016,5511,7486
29/11/2016,5680,7504
30/11/2016,5735,7601
01/12/2016,5504,7550
02/12/2016,4816,6811
03/12/2016,5403,7551
04/12/2016,5558,7642
05/12/2016,5628,7557
06/12/2016,5648,7549
07/12/2016,5833,7589
08/12/2016,5828,7499
09/12/2016,4638,6658
10/12/2016,5116,7267
11/12/2016,5446,7360
12/12/2016,5576,7459
13/12/2016,5110,7056
14/12/2016,5460,7395
15/12/2016,5577,7431
16/12/2016,4222,6224
17/12/2016,5158,7192
18/12/2016,5539,7258
19/12/2016,5450,7304
20/12/2016,5468,7362
21/12/2016,5489,7331
22/12/2016,5528,7401
23/12/2016,4762,6559
24/12/2016,5320,7305
25/12/2016,5444,7371
26/12/2016,5594,7405
27/12/2016,5500,7385
28/12/2016,5667,7495
29/12/2016,5650,7427
30/12/2016,4759,6595
31/12/2016,5158,7291
01/01/2017,5518,7294
02/01/2017,5464,7400
03/01/2017,5631,7371
04/01/2017,5558,7642
05/01/2017,5697,7373
06/01/2017,4901,6542
07/01/2017,5247,7279
08/01/2017,5626,7376
09/01/2017,5661,7457
10/01/2017,5702,7438
11/01/2017,5865,7553
12/01/2017,5731,7369
13/01/2017,4953,6674
14/01/2017,5264,7384
15/01/2017,5588,7225
16/01/2017,5752,7319
17/01/2017,5864,7547
18/01/2017,5884,7476
19/01/2017,6039,7497
20/01/2017,5270,6759
21/01/2017,5668,7493
22/01/2017,5907,7440
23/01/2017,6043,7561
24/01/2017,6202,7690
25/01/2017,6190,7673
26/01/2017,6207,7836
27/01/2017,5548,7003
28/01/2017,5906,7643
29/01/2017,6257,7655
30/01/2017,6216,7713
31/01/2017,6332,7723
01/02/2017,6420,7764
02/02/2017,6532,7728
03/02/2017,5404,6870
04/02/2017,5804,7559
05/02/2017,6382,7576
06/02/2017,6276,7829
07/02/2017,6589,7941
08/02/2017,6469,7820
09/02/2017,6640,7796
10/02/2017,5432,6955
11/02/2017,5970,7616
12/02/2017,6586,7845
13/02/2017,6665,7806
14/02/2017,6578,7860
15/02/2017,6510,7806
16/02/2017,6773,7849
17/02/2017,5518,7137
18/02/2017,5955,7797
19/02/2017,6724,8059
20/02/2017,6718,8042
21/02/2017,5604,7547
22/02/2017,6783,8323
23/02/2017,6844,8139
24/02/2017,5607,7266
25/02/2017,6076,7921
26/02/2017,6729,7803
27/02/2017,6662,8011
28/02/2017,6906,7952
01/03/2017,6911,7962
02/03/2017,6816,8281
03/03/2017,5737,7692
04/03/2017,6253,8176
05/03/2017,6835,7488
06/03/2017,6156,8063
07/03/2017,6898,8264
08/03/2017,6879,7390
09/03/2017,6589,7904
10/03/2017,5816,6134
11/03/2017,5182,7248
12/03/2017,6440,7983
13/03/2017,6163,7890
14/03/2017,6387,8048
15/03/2017,6425,7780
16/03/2017,6713,8087
17/03/2017,5734,7587
18/03/2017,5751,7174
19/03/2017,6724,8059
20/03/2017,6718,8042
21/03/2017,5604,7547
22/03/2017,6420,8125
23/03/2017,7059,8507
24/03/2017,6044,8112
25/03/2017,4617,7415
26/03/2017,5606,7868
27/03/2017,6838,8615
28/03/2017,6541,8737
29/03/2017,6650,8099
30/03/2017,6533,8305
31/03/2017,6181,8394
01/04/2017,7156,8610
02/04/2017,7424,8410
03/04/2017,7279,7485
04/04/2017,6696,8231
05/04/2017,6839,6911
06/04/2017,6763,8546
07/04/2017,6898,8264
08/04/2017,7611,8323
09/04/2017,7518,8558
10/04/2017,7881,8968
11/04/2017,7738,8730
12/04/2017,7925,8744
13/04/2017,8081,8824
14/04/2017,6916,8406
15/04/2017,7597,7484
16/04/2017,6129,8505
17/04/2017,7450,9100
18/04/2017,7970,9212
19/04/2017,7603,5473
20/04/2017,6333,8158
21/04/2017,5117,6352
22/04/2017,4984,6133
23/04/2017,6172,7557
24/04/2017,4459,7160
25/04/2017,6627,7921
26/04/2017,6672,8682
27/04/2017,7471,8774
28/04/2017,6436,8463
29/04/2017,7232,7976
30/04/2017,7395,8735
01/05/2017,5291,6964
02/05/2017,6192,7722
03/05/2017,7577,8621
04/05/2017,7352,8827
05/05/2017,6260,8284
06/05/2017,7199,8697
07/05/2017,7319,8717
08/05/2017,7894,8449
09/05/2017,6874,7844
10/05/2017,6624,8598
11/05/2017,7689,7830
12/05/2017,6110,8230
13/05/2017,7484,8731
14/05/2017,7618,8450
15/05/2017,6574,8406
16/05/2017,6468,8137
17/05/2017,7653,8090
18/05/2017,6910,8184
19/05/2017,6790,7910
20/05/2017,7400,8244
21/05/2017,7220,8483
22/05/2017,7878,8259
23/05/2017,7739,8492
24/05/2017,7920,8607
25/05/2017,8004,8593
26/05/2017,7232,8055
27/05/2017,7849,9356
28/05/2017,8473,9283
